name,city,state,original_type,detected_type,estimated_acres,verification_priority,skip_reason,verified_acres,confidence,source,status,notes
Hickory Cove Bible Camp,Hickory-Lenoir-Morganton,NC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Myrtlewood,Myrtle Point,OR,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Living Word Bible Camp,Grand Rapids,MN,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Laurel Lake Baptist Camp,Corbin,KY,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Cowboys Rest Christian Camp and Retreat Center,Spring Creek,NV,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
New Life Bible Camp,Buffalo Mills,PA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Lael,Detroit-Warren-Dearborn,MI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Hidden Haven Christian Camp,Thayer,KS,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Living Waters Ranch,Challis,ID,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Copper Basin Bible Camp Church of Christ,Phoenix-Mesa-Chandler,AZ,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Manna Ministries,Winston-Salem,NC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Greenview Bible Camp Corporation,Lancaster,PA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Monroe Camp and Retreat Center,Laurel Hill,NC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Rock River Christian Camp,Polo,IL,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Lake Superior Bible Conferenance Association Gitche Gumee Bible Camp,Eagle River,MI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Mantowagan,Saxton,PA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Longview Ranch,Kimberly,OR,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Lincoln Lake Baptist Youth Camp,Grand Rapids-Kentwood,MI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
MT Morris Camp and Retreat Center,Wautoma,WI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Crestfield Camp and Conference Center,Pittsburgh,PA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Luther of Nebraska,Schuyler,NE,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
The Vineyard Camp and Retreat Center,Winston-Salem,NC,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Pinecrest Camp and Retreat Center,Memphis,TN-MS-AR,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Granite Ridge Christian Camp Stewart,San Luis Obispo-Paso Robles,CA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Tel Hai Mennonite Camp,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Trail's End Ranch,Chickamauga,GA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Blue Diamond,Petersburg,PA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Bahamas Missions,Lynchburg,VA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Gloryview Ranch Ministries,Flagstaff,AZ,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Warner Memorial Camp Meeting Association of the Church of God,#VALUE!,,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
South Mountain Baptist Camp,Hickory-Lenoir-Morganton,NC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Calvin Crest Camp Conference and Retreat Center,Omaha-Council Bluffs,NE-IA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Caudle,Hector,AR,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Daybreak Camp,Santa Cruz-Watsonville,CA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Elkhorn Valley Christian Service Camp,Weirton-Steubenville,WV-OH,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Rahabs Retreat and Ranch,Longview,TX,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Byron Bible Camp,Huron,SD,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Beechpoint,Allegan,MI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Harmony,Hooversville,PA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
West Coast Torah Retreat and Camp Center,Los Angeles-Long Beach-Anaheim,CA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Carolina Bible Camp and Retreat,Winston-Salem,NC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Joy Baptist Camp Association,Janesville-Beloit,WI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Mapleridge Ranch,Binghamton,NY,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Galilee Episcopal Camp and Conference Center,#VALUE!,,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Grove Christian Service Camp,Eugene-Springfield,OR,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Albany Bible Institute Pinnacle Ministries-Camp Pinnacle,Albany-Schenectady-Troy,NY,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Mission Creek Camp and Retreat Center,Topeka,KS,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Tall Timber Ranch,Wenatchee,WA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Lake View Camp and Conference Center,Tracy,IA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Hidden Falls Ranch,Amarillo,TX,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Fire Pit Ranch,Spartanburg,SC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Faith Ranch and Farms Fund,Canton-Massillon,OH,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Ghormley Meadow Christian Camp and Conference Center,Yakima,WA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Maywood Christian Camp,Hamilton,AL,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Wood Lake Camp and Retreat Center,Grantsburg,WI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Pyoca Camp and Retreat Center,Brownstown,IN,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Crescent Lakes Bible Camp and Northern Lakes Impact Center,Wausau-Weston,WI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Westminster Woods Camp and Retreat Center,Fall River,KS,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Koinonia Christian Camp and Retreat,#VALUE!,,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Longridge,Columbia,SC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Pinecrest Camp,Fredericktown,MO,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Tekakwitha Retreat and Conference Center,Green Bay,WI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Shepherds Fold Ranch,Tulsa,OK,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Riverbend Ranch and Retreat,Normandy,TN,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Mitchell,Little Rock-North Little Rock-Conway,AR,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Swamp Camp Services,Athens-Clarke County,GA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Pine Creek Camp,Winchester,VA-WV,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Conquest,Lancaster,PA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Hartstone Bible Camp,Potter Valley,CA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Wyldewood,Searcy,AR,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Illinois Mennonite Camp Association,#VALUE!,,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Whispering Meadows Ranch,Deltona-Daytona Beach-Ormond Beach,FL,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Deerpark,Poughkeepsie-Newburgh-Middletown,NY,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Cedar Bay Camp and Retreat Center,Cedarville,MI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Twin Lakes Camp,Hillsboro,IN,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Chetek,Chetek,WI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Clydehurst Christian Ranch,Billings,MT,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Toknowhim,Pisgah,AL,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Susque,Williamsport,PA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Kenbrook Bible Camp,Lebanon,PA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Victory / Children's Bible Ministries of South Alabama Inc,Dothan,AL,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Cross Roads Camp and Retreat Center,Allentown-Bethlehem-Easton,PA-NJ,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Sumatanga,Gadsden,AL,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Ironwood Springs Christian Ranch,Rochester,MN,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Lutherhaven Camp Association,Albion,IN,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Wesley Pines,Jackson,MS,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Michawana,Hastings,MI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Zion,Ellison Bay,WI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Allendale,Indianapolis-Carmel-Anderson,IN,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Potters Ranch,Cincinnati,OH-KY-IN,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Lake Forest Ranch,Macon,MS,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Victory Ministries,Rochester,MN,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Spalding,Spokane-Spokane Valley,WA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Lutherdale Bible Camp,Elkhorn,WI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Sky Ranch at Ute Trail,Tyler,TX,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Canaan,Charlotte-Concord-Gastonia,NC-SC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Idyllwild Pines Camp and Conference Center,Riverside-San Bernardino-Ontario,CA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Victory Ranch,Bolivar,TN,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Triple R Ranch,Virginia Beach-Norfolk-Newport News,VA-NC,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Ceta Canyon Camp and Retreat Center,Amarillo,TX,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Deer Creek Camp,San Antonio-New Braunfels,TX,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Maranatha Bible Camp,Maxwell,NE,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Frontier Camp,Grapeland,TX,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Fort Bluff Camp (FBC),#VALUE!,,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Pecometh United Methodist Camp and Retreat Ministries,Baltimore-Columbia-Towson,MD,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Roger,Grand Rapids-Kentwood,MI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Albemarle,New Bern,NC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Lutheran Camp Association,Arcadia,MI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Make A Difference Ministries / Camp Highland,Dalton,GA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Hargis Christian Camp,Birmingham-Hoover,AL,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Miracle Camp and Retreat Center,South Bend-Mishawaka,IN-MI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Spofford,Chesterfield,NH,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Elim,Colorado Springs,CO,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Timberline,Fort Collins,CO,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Sunshine at Sebago Lake,Portland-South Portland,ME,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Jewish Community Camp and Retreat Center Inc- Camp MT Chai,San Diego-Chula Vista-Carlsbad,CA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Bill Rice Ranch,Nashville-Davidson--Murfreesboro--Franklin,TN,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Board of Camp and Retreat Ministries Or / Id Conference United Methodist Church,Portland-Vancouver-Hillsboro,OR-WA,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
North Georgia Camp and Retreat Ministries,Gainesville,GA,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Cran-Hill Ranch,Rodney,MI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Camp Copass,Dallas-Fort Worth-Arlington,TX,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Sky Ranch Horn Creek,Tyler,TX,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Forest Springs Camp and Conference Center,Westboro,WI,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Camp Boggy Creek,Orlando-Kissimmee-Sanford,FL,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Silver Birch Ranch,Green Bay,WI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
NC United Methodist Camp and Retreat Ministries,Raleigh-Cary,NC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Ghost Ranch Education and Retreat Ce,Abiquiu,NM,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
New Life Ranch,Adair,OK,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
The Camp Cole Foundation,Columbia,SC,Wellness/Retreat,camp_ranch,0.0,CRITICAL,,,,,,
Tamarack CAMPS BUTZEL CONFERENCE Center Camp Kennedy The Charles Agree Outpost Camp Tamarack Adventure and Retreat Center,Detroit-Warren-Dearborn,MI,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Sky Ranch,Tyler,TX,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Tel Hai Camp & Retreat,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,Wellness/Retreat,camp_ranch,1.0,CRITICAL,,,,,,
Paul D Camp Community College,Franklin,Virginia,Public | 2-year,camp_ranch,0.0,CRITICAL,,,,,,
Charis Bible Colleges Incâ€” Charis Bible College,Woodland Park,CO,Religous Institution,bible,0.0,HIGH,,,,,,
Menucha Retreat And Conference Center,Corbett,OR,Religous Institution,conference,0.0,HIGH,,,,,,
Mission Springs Camps And Conference Center Inc,Scotts Valley,CA,Religous Institution,conference,0.0,HIGH,,,,,,
Deer Run Retreat Center,Thompsons Stn,TN,Religous Institution,conference,0.0,HIGH,,,,,,
Riverbend Retreat Center,Glen Rose,TX,Religous Institution,conference,0.0,HIGH,,,,,,
Michindoh Conference Center,Hillsdale,MI,Religous Institution,conference,0.0,HIGH,,,,,,
Mater Dolorosa Passionist Retreat Center Inc,Sierra Madre,CA,Religous Institution,conference,0.0,HIGH,,,,,,
Seabeck Conference Center,Seabeck,WA,Religous Institution,conference,0.0,HIGH,,,,,,
Trinity Pines Conference Center,Trinity,TX,Religous Institution,conference,0.0,HIGH,,,,,,
Dubose Conference Center,Monteagle,TN,Religous Institution,conference,0.0,HIGH,,,,,,
Oak Glen Christian Conference Center Llc,Yucaipa,CA,Religous Institution,conference,0.0,HIGH,,,,,,
Northern California Christian Conference Center Inc,Fremont,CA,Religous Institution,conference,0.0,HIGH,,,,,,
Watson Homestead Conference And Retreat Center Inc,Painted Post,NY,Religous Institution,conference,0.0,HIGH,,,,,,
Montreat Conference Center Development Foundation Inc,Montreat,NC,Religous Institution,conference,0.0,HIGH,,,,,,
Abbey Of The Hills Inn And Retreat Center,Marvin,SD,Religous Institution,conference,0.0,HIGH,,,,,,
Featherock Conference Center Inc,Schulenburg,TX,Religous Institution,conference,0.0,HIGH,,,,,,
Warwick Conference Center Inc,Warwick,NY,Religous Institution,conference,0.0,HIGH,,,,,,
Saint Edward Retreat Center,La Canada,CA,Religous Institution,conference,0.0,HIGH,,,,,,
Dharma Drum Retreat Center Inc,Pine Bush,NY,Religous Institution,conference,0.0,HIGH,,,,,,
Holy Spirit Retreat Center Inc,Encino,CA,Religous Institution,conference,0.0,HIGH,,,,,,
Brooke Bible College,Saint Louis,MO,Religous Institution,bible,0.0,HIGH,,,,,,
Southern Dharma Retreat Center Inc,Hot Springs,NC,Religous Institution,conference,0.0,HIGH,,,,,,
Santiago Retreat Center,Silverado,CA,Religous Institution,conference,0.0,HIGH,,,,,,
Rainbow Lodge Retreat Center,North Bend,WA,Religous Institution,conference,0.0,HIGH,,,,,,
Oak Forest Retreat And Conference Center Inc,Frederic,WI,Religous Institution,conference,0.0,HIGH,,,,,,
Texas International Bible Institute,South Houston,TX,Religous Institution,bible,0.0,HIGH,,,,,,
Ozark Conference Center Inc,Solgohachia,AR,Religous Institution,conference,0.0,HIGH,,,,,,
Ochoco Christian Conference Center,Prineville,OR,Religous Institution,conference,0.0,HIGH,,,,,,
Cathedral Oaks Worship And Retreat Center,Weimar,TX,Religous Institution,conference,0.0,HIGH,,,,,,
Evergreen Retreat Center Inc,Clarkesville,GA,Religous Institution,conference,0.0,HIGH,,,,,,
St Mina Retreat Center,Troy,MI,Religous Institution,conference,0.0,HIGH,,,,,,
Pinelow Park And Conference CenterÃ¢â‚¬â€ Nicki M Coil Mbr,Eugene,OR,Religous Institution,conference,0.0,HIGH,,,,,,
Calvary Bible Institute Inc,Washington,DC,Religous Institution,bible,0.0,HIGH,,,,,,
Maryland Bible College & Seminary Inc,Baltimore,MD,Religous Institution,bible,0.0,HIGH,,,,,,
Inste Global Bible College,Des Moines,IA,Religous Institution,bible,0.0,HIGH,,,,,,
Love Of Christ Bible CollegeÃ¢â‚¬â€ Tlc Bible College,Chino Valley,AZ,Religous Institution,bible,0.0,HIGH,,,,,,
Uplands Reach Conference Center Inc,Yadkinville,NC,Religous Institution,conference,0.0,HIGH,,,,,,
West Georgia Christian Retreat Center,Columbus,GA-AL,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Wilderness Camping and Retreat Center,Kansas City,MO-KS,Wellness/Retreat,conference,1.0,HIGH,,,,,,
MG Retreat Centers,Colorado Springs,CO,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Harmony Woods Retreat Center,Spokane-Spokane Valley,WA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
InterrWellness Retreat Center,Dallas-Fort Worth-Arlington,TX,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Quaker Hill Conference Center,Richmond,IN,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Feliciana Retreat and Conference Center,Baton Rouge,LA,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Anchor Retreat Center Corporation,Los Angeles-Long Beach-Anaheim,CA,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Lopez Canyon Conference Center,San Luis Obispo-Paso Robles,CA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Gwinwood Retreat Center,Olympia-Lacey-Tumwater,WA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
The Way Retreat Center,Midland,TX,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Open Path Retreat Center,North Port-Sarasota-Bradenton,FL,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Protectors Peak Retreat Center,Minneapolis-St. Paul-Bloomington,MN-WI,Wellness/Retreat,conference,0.0,HIGH,,,,,,
El Shaddai Retreat Center,Victoria,TX,Wellness/Retreat,conference,0.0,HIGH,,,,,,
St Mina Retreat Center,Detroit-Warren-Dearborn,MI,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Evergreen Retreat Center,#VALUE!,,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Kako Retreat Center,Russian Mission,AK,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Aka Jesus Sacred Heart Retreat Center,Riverside-San Bernardino-Ontario,CA,Wellness/Retreat,conference,1.0,HIGH,,,,,,
High Plains Retreat Center,Amarillo,TX,Wellness/Retreat,conference,0.0,HIGH,,,,,,
High Pastures Christian Retreat Center,Asheville,NC,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Falls Creek Retreat Center Simonson,Portland-Vancouver-Hillsboro,OR-WA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Barren Heights Christian Retreat Center,Louisville/Jefferson County,KY-IN,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Sacred Mountain Retreat Center,Rapid City,SD,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Oak Forest Retreat and Conference Center,Frederic,WI,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Rainbow Lodge Retreat Center,Seattle-Tacoma-Bellevue,WA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Sacred Art of Living Education and Retreat Center,Bend,OR,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Santiago Retreat Center,Los Angeles-Long Beach-Anaheim,CA,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Southern Dharma Retreat Center,Asheville,NC,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Holy Spirit Retreat Center,Los Angeles-Long Beach-Anaheim,CA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Dharma Drum Retreat Center,Poughkeepsie-Newburgh-Middletown,NY,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Eagle's Wings Retreat Center,Burnet,TX,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Movement Retreat Center,Boston-Cambridge-Newton,MA-NH,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Christian Retreat Center - Allegheny Conference Bic Church,Harrisburg-Carlisle,PA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Saint Edward Retreat Center,Los Angeles-Long Beach-Anaheim,CA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Warwick Conference Center,Poughkeepsie-Newburgh-Middletown,NY,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Featherock Conference Center,Schulenburg,TX,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Association Retreat Center (ARC),Minneapolis-St. Paul-Bloomington,MN-WI,Wellness/Retreat,conference,1.0,HIGH,,,,,,
The Abbey of the Hills Inn & Retreat Center,#VALUE!,,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Montreat Conference Center Development Foundation,Asheville,NC,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Watson Homestead Conference and Retreat Center,Painted Post,NY,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Williamsburg Christian Retreat Center,Virginia Beach-Norfolk-Newport News,VA-NC,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Monadnock Christian Conference Center,Manchester-Nashua,NH,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Siena Retreat Center,Racine,WI,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Mercy Conference and Retreat Center,St. Louis,MO-IL,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Shellbourne Conference Center,Chicago-Naperville-Elgin,IL-IN-WI,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Longlea Conference Center,Washington-Arlington-Alexandria,DC-VA-MD-WV,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Cedar Springs Christian Retreat Center,Bellingham,WA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
St Paul of the Cross Passionist Retreat Center,Detroit-Warren-Dearborn,MI,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Dubose Conference Center,Chattanooga,TN-GA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Mater Dolorosa Passionist Retreat Center,Los Angeles-Long Beach-Anaheim,CA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
The Leir Retreat Center,Bridgeport-Stamford-Norwalk,CT,Wellness/Retreat,conference,0.0,HIGH,,,,,,
The Jesuit Retreat Center of Los Altos,San Jose-Sunnyvale-Santa Clara,CA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Whispering Winds Catholic Conference Center,San Diego-Chula Vista-Carlsbad,CA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Michindoh Conference Center,Hillsdale,MI,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Riverbend Retreat Center,Glen Rose,TX,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Cannon Beach Conference Center,Cannon Beach,OR,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Capital Camps and Retreat Center,Washington-Arlington-Alexandria,DC-VA-MD-WV,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Menucha Retreat and Conference Center,Portland-Vancouver-Hillsboro,OR-WA,Wellness/Retreat,conference,0.0,HIGH,,,,,,
Oak Hill Retreat Center,Dallas-Fort Worth-Arlington,TX,Wellness/Retreat,conference,1.0,HIGH,,,,,,
Native American Heritage Association,Front Royal,VA,Tribal Centers,college,0.0,HIGH,,,,,,
Childs Hunger Fund,Symlar,CA,Tribal Centers,college,0.0,HIGH,,,,,,
First Nations Development Institute,Longmont,CO,Tribal Centers,college,0.0,HIGH,,,,,,
Native American Rehabilitation Assoc of the Northwest Inc,Portland,OR,Tribal Centers,college,0.0,HIGH,,,,,,
Native American Rights Fund,Boulder,CO,Tribal Centers,college,1.0,HIGH,,,,,,
Partnership With Native Americans,Addison,TX,Tribal Centers,college,0.0,HIGH,,,,,,
