name,city,state,original_type,detected_type,estimated_acres,verification_priority,skip_reason,verified_acres,confidence,source,status,notes
Universal Technical Institute of Texas Inc.,Houston,Texas,Private For-Profit | 2-year,college,20.0,MEDIUM,,,,,,
Vernon College,Vernon,Texas,Public | 2-year,college,0.0,MEDIUM,,,,,,
Victoria College,Victoria,Texas,Public | 2-year,college,0.0,MEDIUM,,,,,,
Wayland Baptist University,Plainview,Texas,Private Non-Profit | 4-year,college,80.0,MEDIUM,,,,,,
Weatherford College,Weatherford,Texas,Public | 4-year,college,0.0,MEDIUM,,,,,,
West Texas A & M University,Canyon,Texas,Public | 4-year,college,0.0,MEDIUM,,,,,,
Western Texas College,Snyder,Texas,Public | 2-year,college,0.0,MEDIUM,,,,,,
Wharton County Junior College,Wharton,Texas,Public | 2-year,college,0.0,MEDIUM,,,,,,
Wiley University,Marshall,Texas,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Bridgerland Technical College,Logan,Utah,Public | 2-year,college,0.0,MEDIUM,,,,,,
Brigham Young University,Provo,Utah,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Brigham Young University-Hawaii,Laie,Hawaii,Private Non-Profit | 4-year,college,100.0,MEDIUM,,,,,,
Cameo College of Essential Beauty,Murray,Utah,Private For-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Collectiv Academy,Sandy,Utah,Private For-Profit | 2-year,college,6.0,MEDIUM,,,,,,
Davis Technical College,Kaysville,Utah,Public | 2-year,college,0.0,MEDIUM,,,,,,
Utah Tech University,Saint George,Utah,Public | 4-year,college,0.0,MEDIUM,,,,,,
Evans Hairstyling College-Cedar City,Cedar City,Utah,Private For-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Evans Hairstyling College-St George,Saint George,Utah,Private For-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Eagle Gate College-Murray,Murray,Utah,Private For-Profit | 4-year,college,738.0,MEDIUM,,,,,,
Ensign College,Salt Lake City,Utah,Private Non-Profit | 4-year,college,2.0,MEDIUM,,,,,,
Ogden-Weber Technical College,Ogden,Utah,Public | 2-year,college,0.0,MEDIUM,,,,,,
Snow College,Ephraim,Utah,Public | 4-year,college,0.0,MEDIUM,,,,,,
Southern Utah University,Cedar City,Utah,Public | 4-year,college,0.0,MEDIUM,,,,,,
Uintah Basin Technical College,Roosevelt,Utah,Public | 2-year,college,0.0,MEDIUM,,,,,,
Utah State University,Logan,Utah,Public | 4-year,college,0.0,MEDIUM,,,,,,
Utah Valley University,Orem,Utah,Public | 4-year,college,0.0,MEDIUM,,,,,,
Salt Lake Community College,Salt Lake City,Utah,Public | 2-year,college,0.0,MEDIUM,,,,,,
University of Utah,Salt Lake City,Utah,Public | 4-year,college,0.0,MEDIUM,,,,,,
Weber State University,Ogden,Utah,Public | 4-year,college,0.0,MEDIUM,,,,,,
Westminster University,Salt Lake City,Utah,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Bennington College,Bennington,Vermont,Private Non-Profit | 4-year,college,440.0,MEDIUM,,,,,,
Champlain College,Burlington,Vermont,Private Non-Profit | 4-year,college,27.0,MEDIUM,,,,,,
Community College of Vermont,Montpelier,Vermont,Public | 2-year,college,0.0,MEDIUM,,,,,,
Goddard College,Plainfield,Vermont,Private Non-Profit | 4-year,college,1.0,MEDIUM,,,,,,
Middlebury College,Middlebury,Vermont,Private Non-Profit | 4-year,college,350.0,MEDIUM,,,,,,
Norwich University,Northfield,Vermont,Private Non-Profit | 4-year,college,200.0,MEDIUM,,,,,,
Saint Michael's College,Colchester,Vermont,Private Non-Profit | 4-year,college,440.0,MEDIUM,,,,,,
SIT Graduate Institute,Brattleboro,Vermont,Private Non-Profit | 4-year,college,200.0,MEDIUM,,,,,,
Sterling College,Craftsbury Common,Vermont,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Vermont Law and Graduate School,South Royalton,Vermont,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Vermont State Colleges-Office of the Chancellor,Montpelier,Vermont,Public | Admin Unit,college,0.0,MEDIUM,,,,,,
Vermont State University,Randolph,Vermont,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Vermont,Burlington,Vermont,Public | 4-year,college,0.0,MEDIUM,,,,,,
Advanced Technology Institute,Virginia Beach,Virginia,Private For-Profit | 2-year,college,1.0,MEDIUM,,,,,,
Averett University,Danville,Virginia,Private Non-Profit | 4-year,college,187.0,MEDIUM,,,,,,
Blue Ridge Community College,Weyers Cave,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Bluefield University,Bluefield,Virginia,Private Non-Profit | 4-year,college,82.0,MEDIUM,,,,,,
Bridgewater College,Bridgewater,Virginia,Private Non-Profit | 4-year,college,190.0,MEDIUM,,,,,,
William & Mary,Williamsburg,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Regent University,Virginia Beach,Virginia,Private Non-Profit | 4-year,college,70.0,MEDIUM,,,,,,
Central School of Practical Nursing,Norfolk,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Central Virginia Community College,Lynchburg,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Christopher Newport University,Newport News,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Bryant & Stratton College-Virginia Beach,Virginia Beach,Virginia,Private Non-Profit | 4-year,college,1.0,MEDIUM,,,,,,
Mountain Gateway Community College,Clifton Forge,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Danville Community College,Danville,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Eastern Virginia Medical School,Norfolk,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Centura College-Virginia Beach,Virginia Beach,Virginia,Private For-Profit | 2-year,college,1.0,MEDIUM,,,,,,
Emory & Henry University,Emory,Virginia,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Eastern Mennonite University,Harrisonburg,Virginia,Private Non-Profit | 4-year,college,93.0,MEDIUM,,,,,,
Eastern Shore Community College,Melfa,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Ferrum College,Ferrum,Virginia,Private Non-Profit | 4-year,college,700.0,MEDIUM,,,,,,
George Mason University,Fairfax,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Germanna Community College,Locust Grove,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Hampden-Sydney College,Hampden-Sydney,Virginia,Private Non-Profit | 4-year,college,300.0,MEDIUM,,,,,,
Hollins University,Roanoke,Virginia,Private Non-Profit | 4-year,college,475.0,MEDIUM,,,,,,
J Sargeant Reynolds Community College,Richmond,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
James Madison University,Harrisonburg,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Brightpoint Community College,Chester,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Liberty University,Lynchburg,Virginia,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Longwood University,Farmville,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Laurel Ridge Community College,Middletown,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
University of Lynchburg,Lynchburg,Virginia,Private Non-Profit | 4-year,college,264.0,MEDIUM,,,,,,
Centra College,Lynchburg,Virginia,Private Non-Profit | 4-year,college,152.0,MEDIUM,,,,,,
Mary Baldwin University,Staunton,Virginia,Private Non-Profit | 4-year,college,8.5,MEDIUM,,,,,,
University of Mary Washington,Fredericksburg,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Marymount University,Arlington,Virginia,Private Non-Profit | 4-year,college,21.0,MEDIUM,,,,,,
Sovah School of Health Professions,Danville,Virginia,Private For-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Mountain Empire Community College,Big Stone Gap,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
American National University,Salem,Virginia,Private For-Profit | 4-year,college,100.0,MEDIUM,,,,,,
New River Community College,Dublin,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Sentara College of Health Sciences,Chesapeake,Virginia,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Tidewater Tech-Trades,Norfolk,Virginia,Private For-Profit | 2-year,college,1.0,MEDIUM,,,,,,
Northern Virginia Community College,Annandale,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Old Dominion University,Norfolk,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Patrick & Henry Community College,Martinsville,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Southside College of Health Sciences,Colonial Heights,Virginia,Private Non-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Piedmont Virginia Community College,Charlottesville,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Radford University,Radford,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Randolph-Macon College,Ashland,Virginia,Private Non-Profit | 4-year,college,125.0,MEDIUM,,,,,,
Randolph College,Lynchburg,Virginia,Private Non-Profit | 4-year,college,100.0,MEDIUM,,,,,,
Rappahannock Community College,Glenns,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Fortis College-Norfolk,Norfolk,Virginia,Private For-Profit | 2-year,college,53.0,MEDIUM,,,,,,
Richard Bland College,South Prince George,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Bon Secours Memorial College of Nursing,Richmond,Virginia,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
University of Richmond,University of Richmond,Virginia,Private Non-Profit | 4-year,college,350.0,MEDIUM,,,,,,
Riverside College of Health Careers,Newport News,Virginia,Private Non-Profit | 4-year,college,72.0,MEDIUM,,,,,,
Roanoke College,Salem,Virginia,Private Non-Profit | 4-year,college,80.0,MEDIUM,,,,,,
Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,Virginia,Private Non-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Shenandoah University,Winchester,Virginia,Private Non-Profit | 4-year,college,9.5,MEDIUM,,,,,,
Southern Virginia University,Buena Vista,Virginia,Private Non-Profit | 4-year,college,155.0,MEDIUM,,,,,,
Southside Virginia Community College,Alberta,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Southwest Virginia Community College,Cedar Bluff,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Sweet Briar College,Sweet Briar,Virginia,Private Non-Profit | 4-year,college,847.0,MEDIUM,,,,,,
Virginia Peninsula Community College,Hampton,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Tidewater Community College,Norfolk,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Union Presbyterian Seminary,Richmond,Virginia,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
University of Virginia's College at Wise,Wise,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Virginia Highlands Community College,Abingdon,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Virginia Western Community College,Roanoke,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Virginia Commonwealth University,Richmond,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Virginia-Main Campus,Charlottesville,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Virginia Military Institute,Lexington,Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Asher Institute of Hampton,Hampton,Virginia,Private For-Profit | 2-year,college,314.0,MEDIUM,,,,,,
Virginia University of Lynchburg,Lynchburg,Virginia,Private Non-Profit | 4-year,college,264.0,MEDIUM,,,,,,
Virginia Union University,Richmond,Virginia,Private Non-Profit | 4-year,college,84.0,MEDIUM,,,,,,
Virginia Wesleyan University,Virginia Beach,Virginia,Private Non-Profit | 4-year,college,300.0,MEDIUM,,,,,,
Washington and Lee University,Lexington,Virginia,Private Non-Profit | 4-year,college,430.0,MEDIUM,,,,,,
Wytheville Community College,Wytheville,Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Bellevue College,Bellevue,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Bellingham Technical College,Bellingham,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Big Bend Community College,Moses Lake,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Central Washington University,Ellensburg,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Centralia College,Centralia,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
City University of Seattle,Seattle,Washington,Private Non-Profit | 4-year,college,1.15,MEDIUM,,,,,,
Clark College,Vancouver,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Clover Park Technical College,Lakewood,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Columbia Basin College,Pasco,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Cornish College of the Arts,Seattle,Washington,Private Non-Profit | 4-year,college,1.0,MEDIUM,,,,,,
Divers Institute of Technology,Seattle,Washington,Private For-Profit | 2-year,college,32.0,MEDIUM,,,,,,
Eastern Washington University,Cheney,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Edmonds College,Lynnwood,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Everett Community College,Everett,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
The Evergreen State College,Olympia,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Pierce College District,Lakewood,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Gonzaga University,Spokane,Washington,Private Non-Profit | 4-year,college,152.0,MEDIUM,,,,,,
Grays Harbor College,Aberdeen,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Green River College,Auburn,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,Washington,Private For-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Heritage University,Toppenish,Washington,Private Non-Profit | 4-year,college,48.0,MEDIUM,,,,,,
Highline College,Des Moines,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
International Air and Hospitality Academy,Vancouver,Washington,Private For-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Bastyr University,Kenmore,Washington,Private Non-Profit | 4-year,college,51.0,MEDIUM,,,,,,
Bates Technical College,Tacoma,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Lake Washington Institute of Technology,Kirkland,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Lower Columbia College,Longview,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
North Seattle College,Seattle,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Northwest University,Kirkland,Washington,Private Non-Profit | 4-year,college,35.0,MEDIUM,,,,,,
Olympic College,Bremerton,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Perry Technical Institute,Yakima,Washington,Private Non-Profit | 2-year,college,40.0,MEDIUM,,,,,,
Pacific Lutheran University,Tacoma,Washington,Private Non-Profit | 4-year,college,156.0,MEDIUM,,,,,,
Peninsula College,Port Angeles,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Puget Sound,Tacoma,Washington,Private Non-Profit | 4-year,college,97.0,MEDIUM,,,,,,
Renton Technical College,Renton,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Saint Martin's University,Lacey,Washington,Private Non-Profit | 4-year,college,380.0,MEDIUM,,,,,,
South Seattle College,Seattle,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Seattle Central College,Seattle,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Seattle Pacific University,Seattle,Washington,Private Non-Profit | 4-year,college,43.0,MEDIUM,,,,,,
Seattle University,Seattle,Washington,Private Non-Profit | 4-year,college,50.0,MEDIUM,,,,,,
Shoreline Community College,Shoreline,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Skagit Valley College,Mount Vernon,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
South Puget Sound Community College,Olympia,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Spokane Community College,Spokane,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Spokane Falls Community College,Spokane,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Tacoma Community College,Tacoma,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Walla Walla Community College,Walla Walla,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Walla Walla University,College Place,Washington,Private Non-Profit | 4-year,college,83.0,MEDIUM,,,,,,
Washington State University,Pullman,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Washington-Seattle Campus,Seattle,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Wenatchee Valley College,Wenatchee,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Western Washington University,Bellingham,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Whatcom Community College,Bellingham,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
Whitman College,Walla Walla,Washington,Private Non-Profit | 4-year,college,117.0,MEDIUM,,,,,,
Whitworth University,Spokane,Washington,Private Non-Profit | 4-year,college,200.0,MEDIUM,,,,,,
Yakima Valley College,Yakima,Washington,Public | 4-year,college,0.0,MEDIUM,,,,,,
B M Spurr School of Practical Nursing,Glen Dale,West Virginia,Private Non-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Ben Franklin Career Center,Dunbar,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Bethany College,Bethany,West Virginia,Private Non-Profit | 4-year,college,300.0,MEDIUM,,,,,,
Bluefield State University,Bluefield,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Cabell County Career Technology Center,Huntington,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Charleston School of Beauty Culture,Charleston,West Virginia,Private For-Profit | 2-year,college,0.0,MEDIUM,,,,,,
University of Charleston,Charleston,West Virginia,Private Non-Profit | 4-year,college,95.0,MEDIUM,,,,,,
Concord University,Athens,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Davis & Elkins College,Elkins,West Virginia,Private Non-Profit | 4-year,college,170.0,MEDIUM,,,,,,
Fairmont State University,Fairmont,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Glenville State University,Glenville,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Huntington Junior College,Huntington,West Virginia,Private Non-Profit | 2-year,college,0.0,MEDIUM,,,,,,
James Rumsey Technical Institute,Martinsburg,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Ralph R Willis Career and Technical Center,Stollings,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Marshall University,Huntington,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Mercer County Technical Education Center,Princeton,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Monongalia County Technical Education Center,Morgantown,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
West Virginia University at Parkersburg,Parkersburg,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Potomac State College of West Virginia University,Keyser,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Academy of Careers and Technology,Beckley,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Salem University,Salem,West Virginia,Private For-Profit | 4-year,college,100.0,MEDIUM,,,,,,
Shepherd University,Shepherdstown,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Southern West Virginia Community and Technical College,Logan,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Fred W Eberle Technical Center,Buckhannon,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
West Virginia School of Osteopathic Medicine,Lewisburg,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,West Virginia,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
West Liberty University,West Liberty,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
West Virginia University Institute of Technology,Beckley,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
West Virginia Wesleyan College,Buckhannon,West Virginia,Private Non-Profit | 4-year,college,110.0,MEDIUM,,,,,,
West Virginia Junior College-Charleston,Cross Lanes,West Virginia,Private For-Profit | 2-year,college,3.0,MEDIUM,,,,,,
West Virginia Junior College-Morgantown,Morgantown,West Virginia,Private For-Profit | 4-year,college,3.0,MEDIUM,,,,,,
West Virginia Northern Community College,Wheeling,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
West Virginia University,Morgantown,West Virginia,Public | 4-year,college,0.0,MEDIUM,,,,,,
Wheeling University,Wheeling,West Virginia,Private Non-Profit | 4-year,college,65.0,MEDIUM,,,,,,
Wood County Technical Center-Practical Nursing,Parkersburg,West Virginia,Public | 2-year,college,0.0,MEDIUM,,,,,,
Alverno College,Milwaukee,Wisconsin,Private Non-Profit | 4-year,college,47.0,MEDIUM,,,,,,
Madison Area Technical College,Madison,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
Bellin College,Green Bay,Wisconsin,Private Non-Profit | 4-year,college,25.0,MEDIUM,,,,,,
Beloit College,Beloit,Wisconsin,Private Non-Profit | 4-year,college,47.0,MEDIUM,,,,,,
Blackhawk Technical College,Janesville,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Carroll University,Waukesha,Wisconsin,Private Non-Profit | 4-year,college,62.0,MEDIUM,,,,,,
Carthage College,Kenosha,Wisconsin,Private Non-Profit | 4-year,college,80.0,MEDIUM,,,,,,
Concordia University-Wisconsin,Mequon,Wisconsin,Private Non-Profit | 4-year,college,200.0,MEDIUM,,,,,,
Edgewood College,Madison,Wisconsin,Private Non-Profit | 4-year,college,55.0,MEDIUM,,,,,,
Fox Valley Technical College,Appleton,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Gateway Technical College,Kenosha,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Lakeland University,Plymouth,Wisconsin,Private Non-Profit | 4-year,college,240.0,MEDIUM,,,,,,
Lakeshore Technical College,Cleveland,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Lawrence University,Appleton,Wisconsin,Private Non-Profit | 4-year,college,84.0,MEDIUM,,,,,,
Maranatha Baptist University,Watertown,Wisconsin,Private Non-Profit | 4-year,college,79.0,MEDIUM,,,,,,
Marian University,Fond Du Lac,Wisconsin,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Marquette University,Milwaukee,Wisconsin,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Medical College of Wisconsin,Milwaukee,Wisconsin,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Mid-State Technical College,Wisconsin Rapids,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Milwaukee Area Technical College,Milwaukee,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Milwaukee Institute of Art & Design,Milwaukee,Wisconsin,Private Non-Profit | 4-year,college,2.0,MEDIUM,,,,,,
Milwaukee School of Engineering,Milwaukee,Wisconsin,Private Non-Profit | 4-year,college,22.0,MEDIUM,,,,,,
Moraine Park Technical College,Fond du Lac,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Mount Mary University,Milwaukee,Wisconsin,Private Non-Profit | 4-year,college,80.0,MEDIUM,,,,,,
Nashotah House,Nashotah,Wisconsin,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Nicolet Area Technical College,Rhinelander,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Northcentral Technical College,Wausau,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Northeast Wisconsin Technical College,Green Bay,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Northland College,Ashland,Wisconsin,Private Non-Profit | 4-year,college,130.0,MEDIUM,,,,,,
Ripon College,Ripon,Wisconsin,Private Non-Profit | 4-year,college,250.0,MEDIUM,,,,,,
Sacred Heart Seminary and School of Theology,Franklin,Wisconsin,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
Saint Norbert College,De Pere,Wisconsin,Private Non-Profit | 4-year,college,116.0,MEDIUM,,,,,,
State College of Beauty Culture Inc,Wausau,Wisconsin,Private For-Profit | 2-year,college,0.0,MEDIUM,,,,,,
Southwest Wisconsin Technical College,Fennimore,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Viterbo University,La Crosse,Wisconsin,Private Non-Profit | 4-year,college,21.0,MEDIUM,,,,,,
Chippewa Valley Technical College,Eau Claire,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Waukesha County Technical College,Pewaukee,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Western Technical College,La Crosse,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Whitewater,Whitewater,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
Northwood Technical College,Rice Lake,Wisconsin,Public | 2-year,college,0.0,MEDIUM,,,,,,
Wisconsin School of Professional Psychology,Milwaukee,Wisconsin,Private Non-Profit | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Eau Claire,Eau Claire,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Green Bay,Green Bay,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-La Crosse,La Crosse,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
Wisconsin Lutheran College,Milwaukee,Wisconsin,Private Non-Profit | 4-year,college,54.0,MEDIUM,,,,,,
University of Wisconsin-Oshkosh,Oshkosh,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Parkside,Kenosha,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
Herzing University-Madison,Madison,Wisconsin,Private Non-Profit | 4-year,college,4.0,MEDIUM,,,,,,
University of Wisconsin-Stout,Menomonie,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Superior,Superior,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-System Administration,Madison,Wisconsin,Public | Admin Unit,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Madison,Madison,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Milwaukee,Milwaukee,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Platteville,Platteville,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-River Falls,River Falls,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
University of Wisconsin-Stevens Point,Stevens Point,Wisconsin,Public | 4-year,college,0.0,MEDIUM,,,,,,
Casper College,Casper,Wyoming,Public | 2-year,college,0.0,MEDIUM,,,,,,
Central Wyoming College,Riverton,Wyoming,Public | 4-year,college,0.0,MEDIUM,,,,,,
Eastern Wyoming College,Torrington,Wyoming,Public | 2-year,college,0.0,MEDIUM,,,,,,
Laramie County Community College,Cheyenne,Wyoming,Public | 4-year,college,0.0,MEDIUM,,,,,,
Northwest College,Powell,Wyoming,Public | 4-year,college,0.0,MEDIUM,,,,,,
Northern Wyoming Community College District,Sheridan,Wyoming,Public | 2-year,college,0.0,MEDIUM,,,,,,
Western Wyoming Community College,Rock Springs,Wyoming,Public | 4-year,college,0.0,MEDIUM,,,,,,
WyoTech,Laramie,Wyoming,Private For-Profit | 2-year,college,70.0,MEDIUM,,,,,,
