ein,tax_period,form_type,total_revenue,total_expenses,total_assets_end,total_liabilities_end,net_assets_end,avg_revenue_3yr,avg_expenses_3yr,num_filings_in_3yr
041843040,202306,990,587487822,385649483,3615699490,632443587,2983255903,N/A,N/A,1
041958460,202306,990,193468355,197512979,493989600,221860098,272129502,N/A,N/A,1
042002060,202306,990,47613333,52403887,43499986,24106796,19393190,N/A,N/A,1
042005934,202306,990,23433827,25150525,65998112,9508797,56489315,N/A,N/A,1
042103542,202306,990,379275079,401185430,5302371715,773657627,4528714088,N/A,N/A,1
042103544,202306,990,344014371,305464086,1116080345,249328947,866751398,N/A,N/A,1
042103552,202306,990,478693199,516290241,1729108819,338267424,1390841395,N/A,N/A,1
042103558,202306,990,308222391,317229056,1609954174,287611277,1322342897,N/A,N/A,1
042103567,202306,990,195920645,173255915,508070133,143192922,364877211,N/A,N/A,1
042103578,202306,990,283916749,235271207,1439685614,276198062,1163487552,N/A,N/A,1
042103585,202306,990,78954053,92945178,119807608,70780667,49026941,N/A,N/A,1
042103589,202306,990,117726321,116817987,422901748,147478385,275423363,N/A,N/A,1
042103629,202306,990,224969965,238706696,555475518,313701010,241774508,N/A,N/A,1
042103637,202306,990,385569831,340731004,3757832303,610133786,3147698517,N/A,N/A,1
042103638,202306,990,154250092,159378442,438679115,97600946,341078169,N/A,N/A,1
042103701,202306,990,82582498,82257889,94251994,34148646,60103348,N/A,N/A,1
042103731,202306,990,291242191,278514238,380055246,191994601,188060645,N/A,N/A,1
042103830,202307,990,7863488,8698215,55094149,887195,54206954,N/A,N/A,1
042103865,202306,990,61681825,61915154,126885753,23304017,103581736,N/A,N/A,1
042104149,202305,990,71441705,75965101,113932349,48890190,65042159,N/A,N/A,1
042104229,202306,990,180133281,181709669,502768183,103510438,399257745,N/A,N/A,1
042104258,202306,990,62766673,74166129,182425243,31160767,151264476,N/A,N/A,1
042104300,202306,990,9715002,9706876,23978531,6017693,17960838,N/A,N/A,1
042104329,202306,990,154906249,165147686,303553641,139136778,164416863,N/A,N/A,1
042104451,202306,990,102931828,110142424,113182363,64467796,48714567,N/A,N/A,1
042104778,202306,990,60728130,63833463,118318760,31026297,87292463,N/A,N/A,1
042104847,202306,990,424095865,357041990,4819845872,946525334,3873320538,N/A,N/A,1
042104932,202312,990,1232727,1328490,6342091,96358,6245733,1082326.0,1286980.5,2
042105769,202306,990,120880010,130380333,440526131,285270471,155255660,N/A,N/A,1
042105776,202305,990,116907832,121995531,237826109,47624036,190202073,N/A,N/A,1
042105777,202306,990,22595882,27154238,41751808,19432024,22319784,N/A,N/A,1
042108376,202306,990,169825648,171778860,259519169,116205464,143313705,N/A,N/A,1
042111203,202305,990,226941247,248885959,728511228,201252235,527258993,N/A,N/A,1
042121659,202306,990,462672181,483023410,1319474615,520187087,799287528,N/A,N/A,1
042133255,202306,990,338957398,370498553,789643941,477942955,311700986,N/A,N/A,1
042149334,202309,990,536922,499897,759425,119735,639690,N/A,N/A,1
042199867,202305,990,102903444,118858006,200026590,78107871,121918719,N/A,N/A,1
042225850,202306,990,47812211,45063453,79290502,18150584,61139918,N/A,N/A,1
042271070,202306,990,19555208,22262173,37810886,21275359,16535527,N/A,N/A,1
042300275,202312,990,269098,161574,420445,0,420445,N/A,N/A,1
042620216,202305,990,44900652,43839105,50241420,26146197,24095223,N/A,N/A,1
042767880,202309,990,336322410,286401935,266194060,204628564,61565496,N/A,N/A,1
043049162,202406,990,246023,164171,569424,251,569173,N/A,N/A,1
043348440,202307,990,191323514,200171496,135263308,120714939,14548369,N/A,N/A,1
043403049,202306,990,6861677,4147139,7472370,2080010,5392360,N/A,N/A,1
046130872,202306,990,44848291,59125469,86346229,28076719,58269510,N/A,N/A,1
046141144,202312,990,1949517,196726,16705877,25000,16680877,2122193.5,220470.0,2
050258810,202306,990,255859551,242647809,637475150,218442232,419032918,N/A,N/A,1
050258932,202306,990,372863038,349671951,1044258281,359288182,684970099,N/A,N/A,1
050258956,202306,990,228805896,220855533,714113370,218917916,495195454,N/A,N/A,1
050259080,202306,990,136593065,135367026,221864570,49063628,172800942,N/A,N/A,1
050277222,202306,990,231963642,230110748,285176680,126992415,158184265,N/A,N/A,1
050306206,202306,990,342582611,334312690,800637428,86014033,714623395,N/A,N/A,1
050312747,202306,990,78623640,81361331,427278790,99959175,327319615,N/A,N/A,1
050470320,202306,990,4779750,5660729,23167671,2853708,20313963,N/A,N/A,1
050569638,202312,990,163332,176479,3611370,246,3611124,N/A,N/A,1
056015988,202304,990,4318562,6497096,17395570,1974067,15421503,N/A,N/A,1
060646520,202406,990,42723304,47250170,81554448,34935412,46619036,N/A,N/A,1
060646587,202306,990,182064000,192049000,708591000,163099000,545492000,N/A,N/A,1
060646623,202306,990,424528036,384746576,1146008194,368291521,777716673,N/A,N/A,1
060646829,202306,990,86517439,86429870,142402156,57761727,84640429,N/A,N/A,1
060646927,202306,990,240407084,250376491,1166779575,218372793,948406782,N/A,N/A,1
060646959,202306,990,289410000,352224000,2371732000,540196000,1831536000,N/A,N/A,1
060653264,202305,990,225789915,209604167,519621300,172307688,347313612,N/A,N/A,1
060662150,202306,990,28131563,29674145,42749139,21079996,21669143,N/A,N/A,1
060731360,202306,990,269346005,291534868,426310606,223210715,203099891,N/A,N/A,1
061149131,202306,990,5738415,6518709,16594392,848253,15746139,N/A,N/A,1
061307050,202306,990,1668023,1557513,1578065,382410,1195655,N/A,N/A,1
061519057,202306,990,32983159,59796651,487410086,167501827,319908259,N/A,N/A,1
061627882,202306,990,65565848,73663513,311730518,57839493,253891025,N/A,N/A,1
061645496,202312,990,17771383,15570960,0,0,0,26758383.0,27133844.5,2
061790553,202312,990-EZ,156120,148075,28865,0,28865,N/A,N/A,1
100000800,202312,990,498232,532347,1538706,0,1538706,N/A,N/A,1
110461385,202308,990,40693540,43562964,90841107,60692327,30148780,N/A,N/A,1
111630741,202308,990,317638536,331591192,552495763,192087901,360407862,N/A,N/A,1
111630822,202306,990,337685018,322568276,747993021,203315422,544677599,N/A,N/A,1
111630912,202306,990,12318061,15131560,98135331,5840608,92294723,N/A,N/A,1
111635105,202306,990,186891975,120862369,505951692,420851284,85100408,N/A,N/A,1
111733439,202306,990,131965727,140708312,161819608,53741057,108078551,N/A,N/A,1
111788788,202306,990,352214770,342435250,440803344,206006233,234797111,N/A,N/A,1
111797166,202306,990,8153379,7666957,13232022,1186177,12045845,N/A,N/A,1
111797182,202306,990,159204626,166128809,254798458,131350550,123447908,N/A,N/A,1
111805355,202302,990,1621499,1649610,330723,35604,295119,N/A,N/A,1
111834468,202312,990,284508,425465,400876,7494,393382,N/A,N/A,1
112002556,202306,990,14581930,14035265,7744826,6767931,976895,N/A,N/A,1
112163504,202308,990,27639823,27923377,27107793,19056345,8051448,N/A,N/A,1
112170961,202308,990,1517063,1675754,3938436,0,3938436,N/A,N/A,1
112317426,202312,990,3905160,3770179,1998937,633024,1365913,N/A,N/A,1
112326652,202312,990,1179328,999386,19692788,3898380,15794408,N/A,N/A,1
112357063,202306,990,4182655,4064964,2761869,303502,2458367,N/A,N/A,1
112411542,202312,990,927183,459716,4061395,0,4061395,N/A,N/A,1
112434546,202312,990,469026,503103,308127,0,308127,N/A,N/A,1
112495701,202312,990,1365331,1286706,167621,0,167621,N/A,N/A,1
112507910,202406,990,8122201,8074021,18016355,438087,17578268,N/A,N/A,1
112642599,202306,990,6445715,6477771,2722560,491847,2230713,N/A,N/A,1
112673595,202312,990,152772247,150884033,222810628,50017377,172793251,N/A,N/A,1
112694906,202312,990,1546418,1490094,232161,75615,156546,N/A,N/A,1
112705352,202312,990,2710674,2684724,16323600,3349990,12973610,N/A,N/A,1
112729585,202312,990,3313436,3688146,2920140,1016192,1903948,N/A,N/A,1
112747085,202306,990,374477,412507,439357,68500,370857,N/A,N/A,1
112787261,202306,990,587118,551208,40426,0,40426,561432.0,574966.0,2
112873163,202312,990,604961,505379,268288,161947,106341,N/A,N/A,1
112879462,202312,990,1990475,1609005,542666,833534,-290868,N/A,N/A,1
112925751,202312,990,5442120,4535878,10369921,199649,10170272,N/A,N/A,1
112966678,202312,990,2072148,2025792,230910,0,230910,N/A,N/A,1
113021017,202312,990,1183068,1215366,331247,0,331247,N/A,N/A,1
113063407,202312,990,318078,318078,0,0,0,N/A,N/A,1
113185544,202312,990,858925,880535,11656,15370,-3714,N/A,N/A,1
113241702,202312,990,577971,564321,655438,33870,621568,N/A,N/A,1
113253406,202312,990,787718,826384,5188,12346,-7158,N/A,N/A,1
113271622,202312,990,1460203,1390247,705922,2621,703301,N/A,N/A,1
113294533,202406,990,304774,257888,483195,-14352,497547,372073.5,332814.0,2
113301898,202312,990,414242,466521,141639,34515,107124,N/A,N/A,1
113304063,202312,990,527508,414778,3253819,59860,3193959,N/A,N/A,1
113307109,202308,990,576725,551963,4170714,3888667,282047,N/A,N/A,1
113310069,202308,990,660424,687661,29699,15934,13765,N/A,N/A,1
113334312,202312,990,269967,251848,22308,0,22308,N/A,N/A,1
113335344,202306,990,3179128,3154394,8083076,2335118,5747958,N/A,N/A,1
113339324,202312,990,385808,383752,264722,0,264722,N/A,N/A,1
113346935,202312,990,389951,351916,1016594,5854,1010740,N/A,N/A,1
113350641,202312,990,2896885,4787356,3345854,4780442,-1434588,N/A,N/A,1
113358541,202312,990,3029637,3191466,7927311,3526372,4400939,N/A,N/A,1
113359563,202312,990,1496057,1522449,2527244,0,2527244,N/A,N/A,1
113368849,202312,990,427879,455671,753343,226169,527174,N/A,N/A,1
113377332,202312,990,649475,599958,482056,64562,417494,N/A,N/A,1
113392105,202312,990,1298660,1265359,1195769,374922,820847,N/A,N/A,1
113401024,202312,990,289858,250921,37531,4480,33051,N/A,N/A,1
113403453,202312,990,2089682,2283052,806881,7049,799832,N/A,N/A,1
113414767,202312,990,318395,328846,822299,120831,701468,N/A,N/A,1
113432329,202312,990,828894,989005,26344,0,26344,N/A,N/A,1
113468937,202312,990,307445,156227,2864537,2021,2862516,N/A,N/A,1
113475993,202306,990,3132258,3098572,2009556,977547,1032009,N/A,N/A,1
113482633,202312,990,283493,143172,249947,50462,199485,N/A,N/A,1
113485351,202312,990,392215,216563,212199,0,212199,N/A,N/A,1
113490549,202304,990,436522,369080,91323,100000,-8677,N/A,N/A,1
113518767,202312,990,3602769,3714830,2578303,432382,2145921,4155472.0,3754526.5,2
113524050,202312,990,285583,115041,3015415,815423,2199992,N/A,N/A,1
113550614,202312,990,395617,443156,30493,194628,-164135,N/A,N/A,1
113564377,202312,990,1565628,1430797,613568,0,613568,N/A,N/A,1
113577400,202312,990,321961,141650,2089936,1655288,434648,N/A,N/A,1
113577404,202312,990,347704,253388,3457024,6698,3450326,N/A,N/A,1
113587364,202312,990,256931,258546,870902,1772,869130,N/A,N/A,1
113604665,202304,990,4555302,6202316,5048594,2532740,2515854,N/A,N/A,1
113622016,202312,990,345841,338358,10994,0,10994,N/A,N/A,1
113648850,202312,990,391798,445388,189884,0,189884,N/A,N/A,1
113649762,202406,990,488999,454900,196361,0,196361,N/A,N/A,1
113652977,202312,990,451812,446652,177472,3944,173528,N/A,N/A,1
113653268,202312,990,453563,163972,598895,0,598895,N/A,N/A,1
113685914,202312,990,961350,804083,0,0,0,N/A,N/A,1
113687717,202312,990,448298,528293,224468,3862,220606,N/A,N/A,1
113714508,202312,990,268975,269451,386,8419,-8033,N/A,N/A,1
113721601,202312,990,571778,578672,87234,103579,-16345,N/A,N/A,1
113722134,202312,990,263069,170354,300675,0,300675,N/A,N/A,1
113724046,202312,990,278556,277570,0,0,0,N/A,N/A,1
113726261,202312,990,2527089,924322,10376558,3108575,7267983,N/A,N/A,1
113739604,202312,990,708109,1089816,4053596,0,4053596,722229.5,1099182.0,2
113754548,202312,990,322949,324856,21619,10988,10631,N/A,N/A,1
113789260,202312,990-PF,639014,1222715,18070051,1,18070050,N/A,N/A,1
113791392,202312,990,317212,86935,977807,11374,966433,N/A,N/A,1
113796201,202312,990,503168,75262,1021065,2,1021063,N/A,N/A,1
113834723,202312,990,422438,367565,1204230,0,1204230,N/A,N/A,1
113835568,202307,990,1552638,1596413,1972814,126937,1845877,N/A,N/A,1
116037242,202312,990,1249897,462905,15865728,0,15865728,N/A,N/A,1
116403487,202404,990,723955,675084,1028523,0,1028523,603438.5,579228.5,2
130429660,202308,990,24322488,23377060,84445472,56586815,27858657,N/A,N/A,1
131362850,202312,990,2152805,2896013,17748195,76067,17672128,N/A,N/A,1
131617086,202309,990,24772797,25659513,36183521,4255694,31927827,N/A,N/A,1
131623885,202306,990,108862481,96733033,769516330,108546260,660970070,N/A,N/A,1
131624067,202306,990,181222417,182058290,1555536376,243603436,1311932940,N/A,N/A,1
131624229,202306,990,113997805,75091976,191053327,32711013,158342314,N/A,N/A,1
131628147,202312,990,1217924,1074098,2844079,94841,2749238,1163831.5,1082251.5,2
131628149,202306,990,313721507,313255277,1002232126,312338743,689893383,N/A,N/A,1
131628206,202306,990,83592341,88769350,143981068,59070354,84910714,N/A,N/A,1
131632519,202306,990,39530501,35960278,34939226,20425184,14514042,N/A,N/A,1
131635274,202306,990,2065683,2204994,6201745,631806,5569939,N/A,N/A,1
131635278,202312,990,763753,808394,959292,0,959292,N/A,N/A,1
131641082,202312,990,5978238,6591907,32334838,488505,31846333,N/A,N/A,1
131656667,202306,990,75485674,72058708,109153715,27400898,81752817,N/A,N/A,1
131687519,202312,990,733043,832041,813959,68891,745068,N/A,N/A,1
131693134,202306,990,87150788,101039592,635194520,55695148,579499372,N/A,N/A,1
131740126,202312,990,314133493,366057114,171160338,262552846,-91392508,N/A,N/A,1
131740468,202306,990,226761087,228880381,431384829,116396783,314988046,N/A,N/A,1
131740469,202306,990,83300306,93162105,83458471,31935119,51523352,N/A,N/A,1
131776448,202312,990,15951115,4256030,709163159,653989125,55174034,N/A,N/A,1
131790720,202312,990,1042313,667859,1252918,301506,951412,N/A,N/A,1
131790756,202312,990,24673144,27422266,13355567,847018,12508549,N/A,N/A,1
131959506,202312,990,544456,618751,1675506,122931,1552575,N/A,N/A,1
131999091,202309,990,12752192,10925978,19211242,4674818,14536424,N/A,N/A,1
132501829,202306,990,110114105,110110082,195480599,156605200,38875399,N/A,N/A,1
132513162,202306,990,32209762,41674029,103772742,15249085,88523657,N/A,N/A,1
132584273,202306,990,37156403,48268877,257305406,33302978,224002428,N/A,N/A,1
132590548,202312,990,1640715,1119558,1938046,3157,1934889,N/A,N/A,1
132590811,202309,990,4224052,4706685,13868424,11051472,2816952,N/A,N/A,1
132619665,202306,990,1420430,1180787,271760,0,271760,N/A,N/A,1
132679404,202312,990,1040573,1007721,617271,87175,530096,N/A,N/A,1
132700517,202312,990,320559,858228,153314,939211,-785897,N/A,N/A,1
132703062,202309,990,866326,1011222,4141121,77237,4063884,N/A,N/A,1
132742784,202305,990,847138,893193,17092,337902,-320810,N/A,N/A,1
132856699,202306,990,780501,621560,1028732,0,1028732,N/A,N/A,1
132881809,202306,990,1162305,1171995,2241419,185117,2056302,N/A,N/A,1
132905207,202308,990,2858246,2657981,3118403,169261,2949142,N/A,N/A,1
132981115,202306,990,77352814,85985184,118191541,45011194,73180347,N/A,N/A,1
132990592,202312,990,1518599,321445,45006769,0,45006769,N/A,N/A,1
133014192,202302,990,203836,277377,2174200,46076,2128124,N/A,N/A,1
133055729,202206,990,19429525,20531740,49431084,6929354,42501730,N/A,N/A,1
133078148,202308,990,424127,365477,473390,40603,432787,N/A,N/A,1
133110268,202406,990,334028,376420,976135,2177,973958,682048.0,393807.5,2
133119118,202306,990,1421892,1390977,31971,4000,27971,N/A,N/A,1
133187021,202312,990,1616820,2492122,5557447,380701,5176746,N/A,N/A,1
133244347,202312,990,1037034,1060212,128227,0,128227,N/A,N/A,1
133253891,202406,990,828449,1032138,1413441,332,1413109,N/A,N/A,1
133266145,202306,990,10124800,10353155,4152885,5305319,-1152434,N/A,N/A,1
133275531,202312,990,9435685,8467275,3868430,343042,3525388,N/A,N/A,1
133345685,202312,990,853036,796869,1406489,29876,1376613,N/A,N/A,1
133520811,202312,990,714403,617552,23913,0,23913,N/A,N/A,1
133542148,202312,990,2798460,4839880,41875197,0,41875197,N/A,N/A,1
133547523,202312,990,405387,752462,13592011,40120,13551891,N/A,N/A,1
133548993,202312,990,11849155,11657523,301168,334704,-33536,N/A,N/A,1
133563113,202312,990,4153961,2190274,12469613,646194,11823419,N/A,N/A,1
133610041,202312,990,2724197,2911066,6639444,906601,5732843,N/A,N/A,1
133646132,202312,990,419990,344134,361324,0,361324,N/A,N/A,1
133667854,202312,990,1034220,1168715,148912,130082,18830,N/A,N/A,1
133693255,202312,990,329336,400486,1736987,325000,1411987,N/A,N/A,1
133705284,202312,990,14036726,15011274,15195828,5719971,9475857,N/A,N/A,1
133716314,202306,990,1991699,1806371,3811705,1059749,2751956,N/A,N/A,1
133718952,202312,990,297364,304753,70967,17461,53506,N/A,N/A,1
133727105,202306,990,515605,147604,4929786,1572010,3357776,N/A,N/A,1
133744179,202312,990,761300,300292,3138078,0,3138078,696479.5,304266.0,2
133745935,202312,990,687792,532225,9628862,401342,9227520,N/A,N/A,1
133764214,202312,990,280215,311296,2527124,0,2527124,N/A,N/A,1
133780385,202309,990,864283,1036281,106183,368697,-262514,N/A,N/A,1
133793441,202312,990,1053060,1081572,37590,12093,25497,N/A,N/A,1
133838740,202306,990,95319263,87544657,95026145,31030785,63995360,N/A,N/A,1
133843420,202306,990,704279,131068,5128889,829,5128060,N/A,N/A,1
133856954,202306,990,8187554,0,232656078,89836327,142819751,N/A,N/A,1
133878147,202312,990,426067,390039,2350200,96029,2254171,N/A,N/A,1
133897816,202312,990,1409972,1553882,617574,351003,266571,N/A,N/A,1
133902908,202312,990,1703311,1785231,6403511,209273,6194238,N/A,N/A,1
133911620,202309,990,330101,140161,8671055,30215,8640840,N/A,N/A,1
133916822,202312,990,3917911,3881733,2309241,720143,1589098,N/A,N/A,1
133937355,202312,990,456516,267818,360792,75227,285565,N/A,N/A,1
133962840,202312,990,15678545,16407205,3029681,739388,2290293,N/A,N/A,1
133984085,202312,990,15198237,14900801,30669047,20176691,10492356,N/A,N/A,1
133995367,202312,990,376355,230212,450459,0,450459,N/A,N/A,1
134025667,202312,990,1584803,1572884,2179603,1727702,451901,N/A,N/A,1
134062240,202312,990,918087,1043001,119288,131000,-11712,N/A,N/A,1
134071396,202312,990,282056,277161,6643754,71046,6572708,N/A,N/A,1
134146834,202312,990,618262,113190,1155800,0,1155800,N/A,N/A,1
134148998,202312,990,3757977,4019040,3731511,568184,3163327,N/A,N/A,1
134160424,202312,990,443212,269305,1646755,0,1646755,N/A,N/A,1
134165834,202212,990,693254,630851,518232,88949,429283,N/A,N/A,1
134199320,202310,990,904429,906764,198765,27718,171047,N/A,N/A,1
134207776,202306,990,23792394,23783168,28496987,1077589,27419398,29756732.0,29211684.5,2
134212678,202312,990,377602,372535,192297,72992,119305,N/A,N/A,1
134225573,202312,990,381418,115706,2679394,1356070,1323324,N/A,N/A,1
134243775,202312,990,467001,288075,2192403,684239,1508164,N/A,N/A,1
134251165,202312,990,517032,220985,2770299,15815,2754484,N/A,N/A,1
134258585,202312,990,3094839,2528627,817012,25,816987,N/A,N/A,1
134265053,202312,990,434717,418824,759062,28393,730669,N/A,N/A,1
134268364,202312,990,1553911,1347977,819773,16559,803214,N/A,N/A,1
134311296,202306,990,1745916,1380329,2453188,1152546,1300642,N/A,N/A,1
134313639,202312,990-PF,2821983,1237971,10516757,4635,10512122,N/A,N/A,1
134346204,202312,990,815222,741630,4295899,0,4295899,N/A,N/A,1
134359561,202312,990,270494,355453,344594,3785,340809,N/A,N/A,1
135562157,202312,990,262221,199596,140862,988,139874,N/A,N/A,1
135564128,202206,990,71084116,67479495,63077863,9459488,53618375,N/A,N/A,1
135596739,202312,990,400742,211195,2016897,15675,2001222,N/A,N/A,1
135604699,202308,990,120307621,122560801,279087461,149509330,129578131,118015628.5,120217172.5,2
135604788,202312,990,10726001,10610638,45966104,3556236,42409868,N/A,N/A,1
135628475,202312,990,7351972,7110453,52765148,7766105,44999043,N/A,N/A,1
135640818,202312,990,344280,349763,20693,179553,-158860,N/A,N/A,1
135647408,202306,990,4315957,4079834,4287488,1045438,3242050,N/A,N/A,1
135648615,202312,990,68685329,58262434,148559534,5198736,143360798,N/A,N/A,1
136142972,202308,990,544715,922653,775343,13422,761921,N/A,N/A,1
136163106,202312,990,2115203,2822272,2456521,1008411,1448110,N/A,N/A,1
136177764,202312,990,427854,561156,3559954,50402,3509552,N/A,N/A,1
