ein,tax_period,form_type,total_revenue,total_expenses,total_assets_end,total_liabilities_end,net_assets_end,avg_revenue_3yr,avg_expenses_3yr,num_filings_in_3yr
521844823,202306,990,64053823,61438103,59051644,5232157,53819487,N/A,N/A,1
521853195,202312,990,349588,332857,51128,0,51128,N/A,N/A,1
521859814,202306,990,15865147,16133010,21311238,11773589,9537649,N/A,N/A,1
521860528,202312,990,308075,355204,1633330,329056,1304274,N/A,N/A,1
521863010,202312,990,993453,868328,750854,155089,595765,N/A,N/A,1
521864520,202312,990,1553222,1400058,464522,110455,354067,N/A,N/A,1
521889861,202312,990,987471,1126777,393877,825856,-431979,N/A,N/A,1
521942990,202312,990,3705962,4317522,3565126,454220,3110906,N/A,N/A,1
521957897,202306,990,312325,324070,194692,15093,179599,N/A,N/A,1
522003166,202312,990,930000,936585,1851,0,1851,N/A,N/A,1
522030029,202312,990,329069,420836,18285,467242,-448957,N/A,N/A,1
522032072,202312,990,1281196,735648,1530399,0,1530399,N/A,N/A,1
522055143,202312,990,755688,973582,6677067,218906,6458161,N/A,N/A,1
522063566,202312,990,276777,240434,751011,2013,748998,N/A,N/A,1
522069008,202308,990,335620,388335,138340,112428,25912,N/A,N/A,1
522073617,202312,990,1264029,926885,2381272,0,2381272,N/A,N/A,1
522094066,202312,990,308880,305198,109232,35689,73543,N/A,N/A,1
522095640,202312,990,316698,315248,190838,0,190838,N/A,N/A,1
522116241,202306,990,2667541,2640162,2465595,426984,2038611,N/A,N/A,1
522187487,202312,990-EZ,71586,54447,71836,0,71836,N/A,N/A,1
522197517,202306,990,1127356,801611,1831498,13217,1818281,N/A,N/A,1
522225714,202312,990,1083288,2249652,2525187,131132,2394055,N/A,N/A,1
522319330,202312,990,336936,289894,179950,7389,172561,N/A,N/A,1
522321680,202312,990,3127380,3268956,1867933,1389409,478524,N/A,N/A,1
522323646,202312,990,817446,294340,7660382,519026,7141356,952108.0,207689.5,2
522342931,202312,990,721343,713582,99967,0,99967,N/A,N/A,1
522346578,202306,990,3209505,2800258,2373334,288180,2085154,N/A,N/A,1
522361822,202312,990,666861,515981,767862,130263,637599,N/A,N/A,1
522367676,202312,990,7668243,8206898,15066752,948744,14118008,N/A,N/A,1
522374004,202309,990,254933,252122,5478474,1500,5476974,N/A,N/A,1
522376242,202312,990,3639445,3310345,5452685,87128,5365557,N/A,N/A,1
522384005,202403,990,2642295,1469192,10890793,0,10890793,N/A,N/A,1
522407129,202312,990,292156,512705,1476536,266944,1209592,N/A,N/A,1
526049258,202312,990,1703100,1657521,4331895,533940,3797955,N/A,N/A,1
526105010,202309,990,1179405,1576795,778764,57460,721304,N/A,N/A,1
526283150,202312,990,411383,395169,1305085,405055,900030,N/A,N/A,1
526857886,202312,990,3504440,440930,2210364,0,2210364,N/A,N/A,1
530196583,202304,990,388328004,386592699,917966852,266503405,651463447,N/A,N/A,1
530196640,202306,990,57698773,50626147,146702245,30709360,115992885,N/A,N/A,1
530199507,202309,990,239376376,245288632,528120356,131655428,396464928,N/A,N/A,1
530204625,202312,990,425452,282456,834366,0,834366,N/A,N/A,1
530208371,202306,990,21529710,20903969,22663073,2475120,20187953,N/A,N/A,1
540129860,202306,990,54663239,60055807,78643056,34060403,44582653,N/A,N/A,1
540480621,202306,990,2638480,2344563,4340050,104366,4235684,N/A,N/A,1
540505906,202306,990,141187466,88100048,491831635,90832322,400999313,N/A,N/A,1
540505922,202306,990,93803239,104677626,261164007,67795219,193368788,N/A,N/A,1
540505940,202306,990,107681531,101544777,407431391,73295099,334136292,N/A,N/A,1
540505941,202306,990,26358729,40534853,280008378,20318769,259689609,N/A,N/A,1
540505945,202306,990,107798707,100392163,368163177,57960981,310202196,N/A,N/A,1
540505965,202306,990,471311543,459612825,3705697925,362755001,3342942924,N/A,N/A,1
540505977,202306,990,276609869,276840316,2535613259,323771682,2211841577,N/A,N/A,1
540505990,202306,990,197393064,212786790,883846859,154516355,729330504,N/A,N/A,1
540506306,202306,990,81951230,91706803,215060961,61505323,153555638,N/A,N/A,1
540506314,202306,990,62720085,62082589,364721259,5010884,359710375,N/A,N/A,1
540506319,202306,990,60205035,67152920,86535808,27146040,59389768,N/A,N/A,1
540506457,202306,990,43486308,48426770,126357545,28152478,98205067,N/A,N/A,1
540524516,202406,990,50981433,54222404,108195240,33883234,74312006,N/A,N/A,1
540525605,202306,990,149163647,144223335,298681973,109042737,189639236,N/A,N/A,1
540568200,202306,990,25908052,27140729,32971618,15826209,17145409,N/A,N/A,1
540573801,202306,990,121847866,131934319,257604589,164034350,93570239,N/A,N/A,1
540573802,202312,990,9386314,6878438,20011577,3464333,16547244,7892482.0,7086920.5,2
540575812,202306,990,54688488,56422887,100880908,16930843,83950065,N/A,N/A,1
540646523,202306,990,37231869,35445711,40579958,17594988,22984970,N/A,N/A,1
540678752,202403,990,300085868,283411429,252463930,34118857,218345073,297371527.5,289342700.5,2
540714277,202306,990,15237479,11908500,17865787,1278546,16587241,N/A,N/A,1
540715569,202312,990,1131031053,1113449976,1504732242,744702026,760030216,N/A,N/A,1
540734786,202408,990,278217,287993,1589120,2056,1587064,281709.5,333503.5,2
540888863,202312,990,19730934,12390266,112404062,6823805,105580257,N/A,N/A,1
540915317,202312,990,1654692,1659065,214637,287850,-73213,N/A,N/A,1
540987761,202309,990,20281174,18927558,34107122,9131360,24975762,N/A,N/A,1
541010341,202306,990,2635144,2902053,3065348,1737949,1327399,N/A,N/A,1
541059985,202406,990,324353,326737,108063,0,108063,N/A,N/A,1
541061178,202306,990,160194490,153959044,200757176,99575687,101181489,N/A,N/A,1
541082297,202312,990,313172,215650,2245909,0,2245909,N/A,N/A,1
541186581,202310,990,900582,908166,578089,234933,343156,N/A,N/A,1
541209529,202312,990,275013,276959,1310205,0,1310205,N/A,N/A,1
541251090,202306,990,2379216,2333063,1844075,1079881,764194,N/A,N/A,1
541254491,202306,990,23683824,21880286,73818011,4182831,69635180,N/A,N/A,1
541256309,202312,990,3375194,3948477,1909722,159016,1750706,N/A,N/A,1
541280028,202312,990,2506979,2750738,2123558,13804,2109754,N/A,N/A,1
541285092,202312,990,1275901,1156746,3116474,1137577,1978897,N/A,N/A,1
541296085,202307,990,294858,347705,91812,13914,77898,N/A,N/A,1
541330457,202312,990,347134,241934,2542894,25500,2517394,N/A,N/A,1
541360535,202312,990,1104362,1411735,6394127,81233,6312894,N/A,N/A,1
541367965,202212,990,264329,266595,45751,0,45751,266850.5,278554.0,2
541375229,202312,990,1885437,2025992,14656587,59657,14596930,N/A,N/A,1
541427433,202312,990,388750,484601,220063,859,219204,N/A,N/A,1
541427910,202309,990,1102370,465518,3037718,247670,2790048,N/A,N/A,1
541437764,202306,990,2687329,1675256,6495169,997035,5498134,N/A,N/A,1
541510053,202312,990,202250,206588,101519,0,101519,N/A,N/A,1
541547408,202312,990,3993811707,3500319133,2455284394,484869152,1970415242,N/A,N/A,1
541556134,202309,990,1386034,1290915,909097,58471,850626,N/A,N/A,1
541556498,202406,990,418346,589695,1130736,4797,1125939,N/A,N/A,1
541558343,202312,990,854929,669377,0,0,0,N/A,N/A,1
541563242,202312,990,13388959,14918527,6509735,186126,6323609,N/A,N/A,1
541580458,202312,990,291708,244534,1227455,6042,1221413,N/A,N/A,1
541591635,202406,990,7607873,7214059,7879284,139729,7739555,N/A,N/A,1
541592324,202312,990,299155,440855,1550860,129845,1421015,N/A,N/A,1
541608407,202312,990,472041,474057,152161,0,152161,N/A,N/A,1
541615428,202312,990,2079302,1519159,6447410,2102277,4345133,N/A,N/A,1
541615454,202403,990,37584500,42893076,9694267,1170977,8523290,N/A,N/A,1
541617659,202312,990,1362623,70024,1809209,15939,1793270,N/A,N/A,1
541644294,202312,990,923608,703294,7741247,3846768,3894479,N/A,N/A,1
541660492,202312,990,307897,462029,1238296,0,1238296,N/A,N/A,1
541674126,202312,990,975808,800595,983738,0,983738,N/A,N/A,1
541707933,202312,990,359563,298510,347402,0,347402,N/A,N/A,1
541738641,202312,990,318185,260949,1298687,3783,1294904,N/A,N/A,1
541748859,202306,990,8810656,8371714,169833767,12497787,157335980,N/A,N/A,1
541757324,202312,990,833793,691266,669300,19371,649929,N/A,N/A,1
541770501,202312,990,482970,360582,1540000,1038778,501222,N/A,N/A,1
541776238,202306,990,814501,695729,1155247,29923,1125324,N/A,N/A,1
541788267,202312,990,681488,592478,350976,326593,24383,N/A,N/A,1
541801459,202312,990,352267,80007,2125521,244475,1881046,N/A,N/A,1
541807993,202312,990,863926,764718,118664,-159100,277764,N/A,N/A,1
541808116,202306,990,268645,634401,8404957,14650,8390307,N/A,N/A,1
541826300,202406,990,502416,700906,4829282,0,4829282,N/A,N/A,1
541833970,202409,990,393103,414587,155862,251,155611,383731.5,380944.0,2
541851377,202406,990,714881,828279,328709,175087,153622,N/A,N/A,1
541852027,202312,990,2208655,3005515,8728904,7183764,1545140,N/A,N/A,1
541882074,202312,990,340311,350943,11255,7317,3938,N/A,N/A,1
541919810,202406,990,20513433,19046333,48636804,5194528,43442276,N/A,N/A,1
541925043,202312,990,593518,564043,1048345,14647,1033698,N/A,N/A,1
541931020,202309,990,1382129,1264576,797273,3735,793538,N/A,N/A,1
541939608,202312,990,498189,554789,261870,423,261447,N/A,N/A,1
541954969,202312,990,6295813,7381926,17599470,470156,17129314,N/A,N/A,1
541969514,202312,990,217250,221968,870939,417436,453503,N/A,N/A,1
541976312,202312,990,4188281,4495669,888045,17331,870714,N/A,N/A,1
541978242,202312,990,742371,864264,2333218,1079801,1253417,673021.67,668369.67,3
542037581,202406,990,696429,680263,76162,26871,49291,725529.0,700883.5,2
542051651,202312,990,266114,300493,336601,3733,332868,N/A,N/A,1
542059952,202407,990,1663040,1603555,139609,41473,98136,N/A,N/A,1
542061647,202312,990,382921,77908,540789,132862,407927,N/A,N/A,1
542067407,202312,990,381091,772954,13661673,0,13661673,N/A,N/A,1
542073010,202312,990,253850,265514,57378,0,57378,295889.5,292904.5,2
542075888,202312,990,2356713,2656853,1310803,0,1310803,N/A,N/A,1
542104333,202312,990,291215,290371,692002,54930,637072,N/A,N/A,1
542139891,202312,990,930524,926077,434024,193469,240555,N/A,N/A,1
542164328,202312,990,298191,278286,13117,30143,-17026,N/A,N/A,1
542173712,202312,990,525185,446235,920381,7358,913023,N/A,N/A,1
546036077,202312,990,345052,419115,13929155,0,13929155,N/A,N/A,1
546039600,202306,990,74324572,67635616,227055881,35605943,191449938,N/A,N/A,1
546438623,202312,990,949785,1378254,17281220,0,17281220,N/A,N/A,1
550356985,202306,990,34076206,39994259,85102571,50935191,34167380,N/A,N/A,1
550357021,202306,990,55435506,37234460,124538810,3813081,120725729,N/A,N/A,1
550357039,202306,990,77150566,70942251,165208048,27315954,137892094,N/A,N/A,1
550357045,202312,990,150396220,143422836,85019384,50651127,34368257,N/A,N/A,1
550357056,202406,990,53511414,48876708,145999691,15383476,130616215,N/A,N/A,1
550370901,202305,990,8178931,7220356,12590912,4410259,8180653,N/A,N/A,1
550394213,202306,990,28902624,31063412,23203473,10206077,12997396,27882770.5,29247713.5,2
550524678,202312,990,360940,393691,632652,0,632652,N/A,N/A,1
550545643,202312,990,3702551,3489208,140916015,68599977,72316038,N/A,N/A,1
550643304,202312,990,2105869583,2050412817,2322128639,1307461819,1014666820,N/A,N/A,1
550709223,202306,990,28157722,26757894,19784196,4541691,15242505,N/A,N/A,1
550709270,202409,990,442715,525188,5119752,32996,5086756,N/A,N/A,1
550712146,202312,990,693595,445782,1214090,3657,1210433,N/A,N/A,1
550755905,202312,990,590699,679597,719543,19807,699736,N/A,N/A,1
550777401,202312,990,276288,213348,831067,6852,824215,N/A,N/A,1
550777802,202312,990,399252,432910,229256,54940,174316,N/A,N/A,1
550798282,202309,990,4931751,5232783,4502195,100123,4402072,N/A,N/A,1
550806288,202312,990,612776,639659,224826,0,224826,N/A,N/A,1
550811350,202312,990,472076,541058,583404,80601,502803,N/A,N/A,1
550846447,202312,990,252030,281385,118330,0,118330,N/A,N/A,1
550870419,202312,990,292833,304034,55053,48017,7036,N/A,N/A,1
550874182,202312,990,2117092,1384745,2882040,49516,2832524,N/A,N/A,1
550882094,202312,990,6083159,5281574,5227795,159244,5068551,5391071.5,4710671.0,2
550885011,202312,990,943566,874033,1932592,100565,1832027,N/A,N/A,1
550885742,202312,990,449700,395333,120827,3464,117363,N/A,N/A,1
550898912,202406,990,842065,910682,974338,23978,950360,N/A,N/A,1
550907295,202312,990,7712396,8686558,1397785,1012331,385454,N/A,N/A,1
560529933,202306,990,49943456,51126790,93066777,39348546,53718231,N/A,N/A,1
560529940,202305,990,229237912,228662240,635404581,157216649,478187932,N/A,N/A,1
560529951,202308,990,3872237,3763879,10209262,1227441,8981821,N/A,N/A,1
560529953,202305,990,38490806,37296436,99950537,30782591,69167946,N/A,N/A,1
560529961,202306,990,202355434,193121536,1807791719,159965314,1647826405,N/A,N/A,1
560529972,202306,990,97349269,99286236,154233950,28240683,125993267,N/A,N/A,1
560529982,202305,990,61948875,73147453,204633510,81858093,122775417,N/A,N/A,1
560529988,202306,990,26832734,34329410,77092477,14065099,63027378,N/A,N/A,1
560529990,202306,990,44103969,43353660,72007748,43863507,28144241,N/A,N/A,1
560529999,202305,990,422077258,356958178,1128722579,187965236,940757343,N/A,N/A,1
560530003,202306,990,88428382,108892619,189105263,121539918,67565345,N/A,N/A,1
560530005,202306,990,26737424,30327637,104896332,18649077,86247255,N/A,N/A,1
560530235,202306,990,36164746,45050610,66891167,16015938,50875229,N/A,N/A,1
560530242,202306,990,85911155,86801715,213016312,58277765,154738547,N/A,N/A,1
560530251,202305,990,98707113,67931220,442162950,10143634,432019316,N/A,N/A,1
560532144,202306,990,20027431,26856774,48075606,17801200,30274406,N/A,N/A,1
560532296,202306,990,16836615,16186107,42982121,7258778,35723343,N/A,N/A,1
560532297,202305,990,34931347,34079741,83131104,23002772,60128332,N/A,N/A,1
560532303,202305,990,389061937,364591003,1089819472,255046724,834772748,N/A,N/A,1
560538016,202306,990,14902950,15718797,6806774,4613982,2192792,N/A,N/A,1
560543261,202306,990,54006517,41975471,66603165,11812939,54790226,N/A,N/A,1
560547478,202406,990,20853235,27269206,81877848,45418598,36459250,35713680.33,37907844.67,3
560547498,202305,990,59979946,54875951,49779890,27054994,22724896,N/A,N/A,1
560547511,202305,990,14808582,16503537,44373889,19129588,25244301,N/A,N/A,1
560554199,202305,990,36112157,40244568,87588697,9930055,77658642,N/A,N/A,1
560554207,202305,990,52018098,54744823,163995515,47885023,116110492,N/A,N/A,1
560554224,202306,990,488712,403501,431504,183476,248028,N/A,N/A,1
560556753,202305,990,98592040,100020015,291244186,77857640,213386546,N/A,N/A,1
560594591,202306,990,18789212,18011849,17964166,12731357,5232809,N/A,N/A,1
560603922,202306,990,38000551,40857554,94402165,12814831,81587334,N/A,N/A,1
560623936,202306,990,50389774,47108899,86936254,13387888,73548366,N/A,N/A,1
560623948,202304,990,8885123,8959637,77304858,4458690,72846168,N/A,N/A,1
560657294,202306,990,76476345,74154899,135441683,30958393,104483290,N/A,N/A,1
560730062,202312,990,722599,620712,266383,238,266145,N/A,N/A,1
560767736,202306,990,44477604,49734481,103554057,21361609,82192448,N/A,N/A,1
561058563,202312,990,1239082,1344286,7613167,9855818,-2242651,N/A,N/A,1
561065978,202306,990,4711491,5796713,9699641,5489375,4210266,N/A,N/A,1
561079122,202308,990,868345,860515,435765,19904,415861,N/A,N/A,1
561108825,202309,990,1092173,968820,5995640,87190,5908450,N/A,N/A,1
561179806,202312,990,355524,328675,285479,4875,280604,N/A,N/A,1
561212691,202406,990,291883,417986,133681,8020,125661,N/A,N/A,1
561353250,202312,990,420466,402999,153882,0,153882,N/A,N/A,1
561388743,202306,990,1957753,1509416,3887905,103773,3784132,N/A,N/A,1
561531550,202312,990,663596,190621,4573443,220,4573223,N/A,N/A,1
561624795,202312,990,14755711,1274741,18475389,67029,18408360,N/A,N/A,1
561653062,202312,990,665800,536293,1274983,12784,1262199,N/A,N/A,1
561662908,202406,990,1788206,1993532,1677030,741241,935789,1967305.0,1957967.5,2
561737203,202303,990,306610,389721,399704,7974,391730,N/A,N/A,1
561755564,202312,990,1335800,1499670,3309005,569233,2739772,N/A,N/A,1
561762654,202406,990,5054393,2662510,36000815,15159,35985656,N/A,N/A,1
561830151,202312,990,268907,316903,176810,0,176810,N/A,N/A,1
561842766,202312,990,278778,301196,194000,0,194000,N/A,N/A,1
561872937,202312,990,264706,214748,141496,7779,133717,N/A,N/A,1
561875073,202312,990,531772,479926,2614426,22643,2591783,N/A,N/A,1
561885063,202312,990,743187,601058,297522,0,297522,N/A,N/A,1
561889818,202306,990,7150453,5076887,6577649,267082,6310567,N/A,N/A,1
561923972,202312,990,880779,377197,2284107,132,2283975,N/A,N/A,1
561925967,202312,990,863384,1001105,664385,517512,146873,N/A,N/A,1
561928769,202312,990,206169,186951,58642,0,58642,N/A,N/A,1
561936381,202312,990,1085446,91837,4605153,0,4605153,N/A,N/A,1
561966466,202312,990,29131051,25036842,20774529,6904058,13870471,N/A,N/A,1
561974878,202312,990,372760,227145,336700,8880,327820,N/A,N/A,1
561979118,202306,990,427765,435599,787322,0,787322,N/A,N/A,1
561986334,202312,990,2080606,1698077,2466558,148103,2318455,N/A,N/A,1
561986380,202312,990,1161851,1135558,1659124,10726,1648398,N/A,N/A,1
561988077,202312,990,2299515,2030516,1827612,38403,1789209,N/A,N/A,1
561989197,202312,990,8235225,7599254,13620570,3722132,9898438,N/A,N/A,1
561995933,202306,990,1041465,1334490,2166630,386568,1780062,N/A,N/A,1
561996137,202309,990,316260,304627,969955,337152,632803,N/A,N/A,1
562032480,202312,990,319904,386693,969080,59667,909413,N/A,N/A,1
562037201,202312,990,701140,456597,1809766,0,1809766,N/A,N/A,1
562049624,202309,990,3429595,3134431,4539038,46615,4492423,3278162.5,2740903.5,2
562065712,202406,990,2344045,2282622,434044,22353,411691,N/A,N/A,1
562065723,202312,990,970477,855397,3106877,934830,2172047,N/A,N/A,1
562066166,202312,990,2479378,2463820,1405504,508,1404996,N/A,N/A,1
562068614,202306,990,451695,2385889,108791,5894,102897,N/A,N/A,1
562083291,202312,990-EZ,134527,198602,142425,0,142425,N/A,N/A,1
562086784,202309,990,1765713,1716847,654898,475336,179562,N/A,N/A,1
562087110,202312,990,1625021,1666492,131895,41974,89921,N/A,N/A,1
562091339,202306,990,368620,460716,63960,0,63960,N/A,N/A,1
562096303,202312,990,327996,410605,244312,4322,239990,N/A,N/A,1
562096562,202312,990,1746462,1566968,663677,53124,610553,N/A,N/A,1
562125976,202312,990,439160,349248,868154,237837,630317,N/A,N/A,1
562138935,202312,990,6736853,6328618,11831758,3418471,8413287,N/A,N/A,1
562151021,202404,990,1203524,19554,3544867,0,3544867,582329.0,9777.0,2
562153817,202312,990,318319,247028,116580,24253,92327,N/A,N/A,1
562160579,202312,990,327428,307903,700814,214530,486284,N/A,N/A,1
562176017,202312,990,283141,289559,0,0,0,N/A,N/A,1
562185051,202406,990,1378252,1405981,116454,3632,112822,N/A,N/A,1
562187547,202311,990,593517,521089,953052,187770,765282,N/A,N/A,1
562223603,202307,990,354413,260768,327601,0,327601,N/A,N/A,1
562225644,202305,990,5068150,5070341,200561,0,200561,N/A,N/A,1
562225945,202312,990,327084,419242,708570,12419,696151,N/A,N/A,1
562244684,202312,990,2019439,1676964,1368982,101145,1267837,N/A,N/A,1
562250610,202312,990,323815,225863,469580,409,469171,N/A,N/A,1
562256412,202312,990,263119,285751,131647,23791,107856,N/A,N/A,1
562297278,202312,990,808538,793652,96049,18328,77721,N/A,N/A,1
562319080,202312,990,971812,870621,1674009,10294,1663715,N/A,N/A,1
562333598,202403,990,1449941,1725331,1425695,136792,1288903,1446720.0,1750198.5,2
562346638,202312,990,1458461,1017451,6204245,0,6204245,N/A,N/A,1
562368454,202312,990,470625,424966,108929,0,108929,N/A,N/A,1
562370112,202312,990,383338,368729,1773684,110625,1663059,N/A,N/A,1
562378045,202312,990,1132458,12869723,5236787,2296153,2940634,N/A,N/A,1
562383697,202406,990,882831,853451,364045,0,364045,N/A,N/A,1
562387302,202312,990,288488,274819,428327,307359,120968,N/A,N/A,1
562387742,202312,990,1187706,1037245,1304972,294812,1010160,N/A,N/A,1
562396272,202312,990,311410,339595,236026,3488,232538,N/A,N/A,1
562414607,202312,990,1148969,965286,2749122,209509,2539613,N/A,N/A,1
562417938,202312,990,1217026,1241918,136564,0,136564,1252682.0,1220636.5,2
562423634,202312,990,816351,838603,257882,56568,201314,N/A,N/A,1
562424430,202312,990,722037,842839,4648871,321235,4327636,N/A,N/A,1
562460700,202312,990,1638174,1461059,2009780,16705,1993075,N/A,N/A,1
562461100,202312,990,723103,693110,32735,1045,31690,N/A,N/A,1
562462726,202312,990,465574,331095,467287,0,467287,N/A,N/A,1
562464516,202406,990,262288,243131,392849,0,392849,N/A,N/A,1
562467177,202409,990,1123567,1127894,80961,14174,66787,N/A,N/A,1
562467416,202312,990,474735,309988,1215458,0,1215458,N/A,N/A,1
562477271,202406,990,262704,269862,380453,60734,319719,247102.5,253641.5,2
562483082,202312,990,2057100,2315011,1318731,56090,1262641,N/A,N/A,1
562497243,202312,990,1198187,960417,713187,322189,390998,N/A,N/A,1
562500603,202312,990,4775639,4901983,5241204,187947,5053257,N/A,N/A,1
562530387,202306,990,545599,561716,388434,42064,346370,N/A,N/A,1
562541943,202312,990,394562,317033,893469,8779,884690,N/A,N/A,1
562565258,202312,990,330288,334121,355877,9038,346839,N/A,N/A,1
562622921,202312,990,336428,380055,42985,0,42985,N/A,N/A,1
562636528,202312,990,929840,832492,2424951,294912,2130039,N/A,N/A,1
562656166,202312,990,690352,832946,1388447,454045,934402,N/A,N/A,1
562664222,202312,990,346608,370584,323353,918,322435,N/A,N/A,1
562674055,202406,990,1009921,1317151,1498337,10985,1487352,N/A,N/A,1
562677943,202312,990,887382,585407,442085,6414,435671,N/A,N/A,1
566001577,202312,990,439784,405555,768911,386081,382830,N/A,N/A,1
566002294,202311,990,220472,220599,3434595,0,3434595,N/A,N/A,1
566049935,202305,990,167685815,168957523,294510803,93246575,201264228,N/A,N/A,1
566061049,202312,990,419143,429855,1559573,145932,1413641,N/A,N/A,1
566061483,202406,990,772581,901910,1918904,1199253,719651,786217.5,880169.0,2
566063977,202312,990,317478,357974,1936383,699,1935684,N/A,N/A,1
570185430,202312,990,502009,386025,3062735,1875,3060860,N/A,N/A,1
570314365,202306,990,69692337,65404239,142804025,38951451,103852574,N/A,N/A,1
570314380,202306,990,34748113,40457060,166255853,33806140,132449713,N/A,N/A,1
570314390,202306,990,43220598,46303008,68664975,19149700,49515275,N/A,N/A,1
570314395,202306,990,223194398,256073141,1280396314,186472531,1093923783,N/A,N/A,1
570314402,202306,990,45679715,58317120,73143263,40696776,32446487,N/A,N/A,1
570314404,202306,990,62705043,59361003,79179675,43069576,36110099,N/A,N/A,1
570314406,202305,990,72921346,71848327,120827505,10145461,110682044,N/A,N/A,1
570314408,202306,990,67335105,76719009,174616975,16969021,157647954,N/A,N/A,1
570314415,202406,990,25460597,27646101,57900704,9541792,48358912,N/A,N/A,1
570314422,202306,990,138451143,147041472,680972147,97236585,583735562,N/A,N/A,1
570324906,202305,990,131165523,131898208,267973189,104666463,163306726,N/A,N/A,1
570324916,202306,990,26258443,27476983,78680980,16272981,62407999,N/A,N/A,1
570324936,202306,990,29832627,28981278,46991887,5952371,41039516,N/A,N/A,1
570334023,202312,990,745540,1016659,4913741,138343,4775398,N/A,N/A,1
570341191,202306,990,26101460,24788080,65900970,13177930,52723040,N/A,N/A,1
570352247,202306,990,60511031,66869842,104012995,32444355,71568640,N/A,N/A,1
570365962,202312,990,659146,697578,754031,3293,750738,404059.5,420850.5,2
570474291,202305,990,122487793,111518712,205078921,59208878,145870043,N/A,N/A,1
570511977,202406,990,3627237,3643820,3478726,292409,3186317,3415909.5,3663747.0,2
570555506,202312,990,225902,158938,2663955,3601,2660354,N/A,N/A,1
570753423,202312,990,494089,418101,521014,2033,518981,N/A,N/A,1
570828243,202312,990,1935528,2470390,1785126,260027,1525099,N/A,N/A,1
570844501,202312,990,265719,244617,893481,1078090,-184609,N/A,N/A,1
570878765,202212,990,4408284,6093628,40689373,30736756,9952617,N/A,N/A,1
570907653,202212,990,1020650,969644,951330,9296,942034,N/A,N/A,1
570931093,202312,990,43305591,32250890,327429277,45227901,282201376,N/A,N/A,1
570957346,202312,990,719758,658878,953849,31514,922335,N/A,N/A,1
570963411,202312,990,2314779,2162090,4808871,0,4808871,N/A,N/A,1
571028417,202312,990,322932,338732,470313,6941,463372,N/A,N/A,1
571035646,202312,990,2311708,2345095,517788,107763,410025,N/A,N/A,1
571055171,202312,990,2149019,1778456,5960088,726052,5234036,N/A,N/A,1
571063332,202312,990,4373956,3973029,4358014,546375,3811639,N/A,N/A,1
571075250,202307,990,3856644,3680355,11878720,4786487,7092233,N/A,N/A,1
571086826,202406,990,1833894,2334024,2307240,31069,2276171,1634365.67,1854457.33,3
571088101,202305,990,104924483,107126796,106458034,27318131,79139903,N/A,N/A,1
571095410,202312,990,1562367,920873,15538064,3318000,12220064,N/A,N/A,1
571109271,202312,990,1296536,1287058,997724,134530,863194,N/A,N/A,1
571133976,202312,990,411100,276849,560539,1473,559066,N/A,N/A,1
571152503,202306,990,306242,229149,6981570,34404,6947166,N/A,N/A,1
571153183,202312,990,342879,34437,1672353,0,1672353,266431.0,87862.5,2
571154204,202312,990,8592174,8934614,4624721,41779,4582942,N/A,N/A,1
571154408,202312,990,496526,544628,9292,102345,-93053,N/A,N/A,1
571154844,202312,990,3588180,3643024,1789085,389674,1399411,N/A,N/A,1
571162424,202312,990,27289367,26147010,9484793,4171288,5313505,N/A,N/A,1
571192607,202312,990,264815,293181,78372,4514,73858,N/A,N/A,1
571198980,202312,990,271203,255348,31215,24023,7192,N/A,N/A,1
571199898,202312,990,1857649,1866244,55422,0,55422,N/A,N/A,1
571204989,202312,990,1380903,1330851,393799,116315,277484,N/A,N/A,1
571205133,202312,990,646844,592613,198254,101857,96397,N/A,N/A,1
571223028,202312,990,379685,399590,791559,42650,748909,N/A,N/A,1
571237114,202312,990,522620,581706,255295,9199,246096,N/A,N/A,1
576000734,202306,990,18197482,19585167,45641715,2594373,43047342,N/A,N/A,1
576023910,202403,990,380815,448419,354468,11777,342691,N/A,N/A,1
576027750,202309,990,5766040,5808586,18219307,382303,17837004,N/A,N/A,1
580531392,202306,990,38005473,34357568,57319722,27324090,29995632,N/A,N/A,1
580566116,202306,990,97647688,92822716,378470931,79184232,299286699,N/A,N/A,1
580566133,202306,990,202833401,168099944,1506743308,120821099,1385922209,N/A,N/A,1
580566143,202306,990,73418313,70956183,160044852,44126084,115918768,N/A,N/A,1
580566199,202306,990,45219631,50554648,154921141,39426251,115494890,N/A,N/A,1
580566205,202306,990,141598208,141078075,487776097,19950009,467826088,N/A,N/A,1
580566212,202306,990,51959393,60982841,147927827,35656641,112271186,N/A,N/A,1
580566231,202309,990,2761164,2639247,11405388,2159246,9246142,N/A,N/A,1
580566243,202306,990,194372216,160810189,870926521,72043869,798882652,N/A,N/A,1
580566256,202308,990,6307404920,6019904381,20858634955,6157191795,14701443160,N/A,N/A,1
580568687,202306,990,11268305,10809575,30405754,10212781,20192973,N/A,N/A,1
580568690,202309,990,6688011,4062727,9519587,2270185,7249402,N/A,N/A,1
580568698,202306,990,79636682,79744547,129925400,10396382,119529018,N/A,N/A,1
580593414,202306,990,43098731,47109090,177636907,25408055,152228852,N/A,N/A,1
580593438,202306,990,30767587,27670270,101798049,12599352,89198697,N/A,N/A,1
580603153,202306,990,43614532,46826695,111116607,41010758,70105849,N/A,N/A,1
580619030,202306,990,22261736,19093185,30906405,1970809,28935596,N/A,N/A,1
